,explainer,runtime,runtime-std,Graph_Edit_Distance,Graph_Edit_Distance-std,Oracle_Calls,Oracle_Calls-std,Correctness,Correctness-std,Sparsity,Sparsity-std,Fidelity,Fidelity-std,Oracle_Accuracy,Oracle_Accuracy-std
0,dce_search,0.18001787261207505,0.0,1011.6930693069307,0.0,102.0,0.0,1.0,0.0,1.311107592673659,0.0,0.5445544554455446,0.0,0.7722772277227723,0.0
1,dummy_explainer,0.0016344939128007038,0.0,1068.2376237623762,0.0,2.9306930693069306,0.0,1.0,0.0,1.3844700928339215,0.0,0.5445544554455446,0.0,0.7722772277227723,0.0
