,explainer,runtime,runtime-std,Graph_Edit_Distance,Graph_Edit_Distance-std,Oracle_Calls,Oracle_Calls-std,Correctness,Correctness-std,Sparsity,Sparsity-std,Fidelity,Fidelity-std,Oracle_Accuracy,Oracle_Accuracy-std
0,dce_search,5.962968982458115,1.2870175146609293,574.0337999999999,2.072627405010367,501.0,0.0,1.0,0.0,0.6583025974993323,0.002218674604918466,0.924,0.008763560920082646,0.962,0.004381780460041333
1,bidirectional_oblivious_search,7.463661781835556,1.4441881611120506,565.7407999999999,0.23977522807828988,314.3906,31.146297064659226,0.9400000000000001,0.014532721699667924,0.6495441904993645,0.0002656616038582689,0.8592000000000001,0.014837789592793138,0.9596,0.0036660605559646754
